"respondent_id","h1n1_vaccine","seasonal_vaccine"
27132,0.5125,0.95
27133,0.1,0.5125
27134,0.65,0.9625
27135,0.2,0.5625
27136,0.0375,0.6375
27137,0.0625,0.2
27138,0.3,0.5625
27139,0.1,0.2375
27140,0.9125,0.875
27141,0.55,0.675
27142,0.025,0.2375
27143,0.3,0.3875
27144,0.1,0.225
27145,0.575,0.7
27146,0.0875,0.8125
27147,0.05,0.125
27148,0.1,0.1125
27149,0.2625,0.1625
27150,0.55,0.8375
27151,0.225,0.8625
27152,0.025,0.225
27153,0.1375,0.8625
27154,0.525,0.8125
27155,0.15,0.825
27156,0.0375,0.175
27157,0,0.55
27158,0.025,0.375
27159,0.025,0.1625
27160,0.25,0.3125
27161,0.175,0.6375
27162,0.15,0.825
27163,0.5625,0.3875
27164,0.375,0.2
27165,0.475,0.5875
27166,0.2,0.325
27167,0.075,0.6
27168,0.1875,0.675
27169,0.425,0.7375
27170,0.4,0.825
27171,0.0625,0.275
27172,0.0875,0.775
27173,0.225,0.425
27174,0.15,0.1375
27175,0.1125,0.125
27176,0.525,0.875
27177,0.6375,0.875
27178,0.025,0.225
27179,0.075,0.2375
27180,0.2625,0.45
27181,0.0125,0.775
27182,0.4625,0.8375
27183,0.025,0.6625
27184,0.125,0.325
27185,0.4875,0.775
27186,0.15,0.8375
27187,0.1125,0.275
27188,0.025,0.325
27189,0.075,0.5875
27190,0.425,0.925
27191,0.25,0.9
27192,0.475,0.7625
27193,0.0125,0.15
27194,0.1875,0.3375
27195,0.025,0.325
27196,0.3375,0.2875
27197,0.1,0.625
27198,0.75,0.9125
27199,0.1375,0.325
27200,0.2375,0.7625
27201,0.6875,0.925
27202,0.15,0.4
27203,0.0625,0.1625
27204,0.0125,0.025
27205,0.2,0.2875
27206,0.225,0.4375
27207,0.05,0.125
27208,0.6375,0.675
27209,0.05,0.15
27210,0.1625,0.3375
27211,0.1125,0.2625
27212,0.625,0.825
27213,0.5,0.5125
27214,0.025,0.2375
27215,0.125,0.6875
27216,0.1875,0.7875
27217,0.175,0.2
27218,0.6,0.8625
27219,0.5375,0.8
27220,0.2375,0.325
27221,0.15,0.7
27222,0.275,0.6875
27223,0.075,0.675
27224,0.125,0.6375
27225,0.1,0.2
27226,0,0.2875
27227,0.125,0.3125
27228,0.35,0.775
27229,0.45,0.825
27230,0.2625,0.975
27231,0.375,0.775
27232,0.0625,0.3875
27233,0.25,0.475
27234,0.025,0.15
27235,0.8375,0.9375
27236,0.075,0.8375
27237,0.5,0.6875
27238,0.375,0.8375
27239,0.45,0.2125
27240,0.1,0.2625
27241,0.0375,0.05
27242,0.2,0.5625
27243,0.025,0.1125
27244,0.05,0.125
27245,0.325,0.5
27246,0.75,0.975
27247,0.2875,0.975
27248,0.0875,0.625
27249,0.15,0.525
27250,0.025,0.1625
27251,0.125,0.45
27252,0.2875,0.4625
27253,0.05,0.9
27254,0.8625,1
27255,0.25,0.3
27256,0.6,0.85
27257,0.275,0.475
27258,0.4625,0.7375
27259,0.5875,0.825
27260,0.1625,0.4
27261,0.1875,0.725
27262,0.175,0.425
27263,0.1,0.1375
27264,0.1375,0.175
27265,0.175,0.3
27266,0.25,0.3
27267,0.3,0.65
27268,0.05,0.15
27269,0.5625,0.6375
27270,0.025,0.15
27271,0.125,0.1875
27272,0.05,0.35
27273,0.0625,0.2
27274,0.1375,0.325
27275,0.1,0.35
27276,0.1,0.2
27277,0.0625,0.875
27278,0.1625,0.3125
27279,0.075,0.3
27280,0.3625,0.425
27281,0.1125,0.525
27282,0.0875,0.925
27283,0.0875,0.2375
27284,0.35,0.5125
27285,0.075,0.2875
27286,0.15,0.4
27287,0.2625,0.675
27288,0.5125,0.75
27289,0.3,0.6125
27290,0.0125,0.1
27291,0.625,0.825
27292,0.0625,0.6375
27293,0.0875,0.925
27294,0.0125,0.05
27295,0.2,0.925
27296,0.0375,0.8625
27297,0.075,0.65
27298,0.05,0.2375
27299,0.2125,0.55
27300,0.1875,0.7875
27301,0.0625,0.075
27302,0.1375,0.65
27303,0.1,0.3125
27304,0.175,0.7875
27305,0.0375,0.15
27306,0.1875,0.4625
27307,0.75,0.8375
27308,0.0875,0.1625
27309,0.65,0.9625
27310,0.175,0.1625
27311,0.2,0.3
27312,0.275,0.5
27313,0.075,0.0875
27314,0.025,0.0625
27315,0.0625,0.15
27316,0.3625,0.7
27317,0.1625,0.4
27318,0.1125,0.3
27319,0.4,0.825
27320,0.4875,0.9125
27321,0.0625,0.575
27322,0.2125,0.3
27323,0.1,0.4625
27324,0.5625,0.6625
27325,0.825,0.925
27326,0.125,0.675
27327,0.325,0.4375
27328,0.375,0.4875
27329,0.075,0.3
27330,0.0625,0.65
27331,0.1125,0.1875
27332,0.3125,0.9125
27333,0.6625,0.725
27334,0,0.025
27335,0.175,0.1375
27336,0.0625,0.2125
27337,0.3375,0.725
27338,0.1625,0.375
27339,0.3375,0.35
27340,0,0.05
27341,0.0625,0.7
27342,0.175,0.575
27343,0,0.05
27344,0.3,0.4125
27345,0.1125,0.275
27346,0.55,0.975
27347,0.7125,0.9125
27348,0.05,0.2875
27349,0.125,0.275
27350,0.2,0.9
27351,0.6,0.9
27352,0.125,0.35
27353,0.0875,0.15
27354,0.1875,0.75
27355,0.2625,0.2875
27356,0.15,0.625
27357,0,0.2625
27358,0.375,0.6
27359,0.425,0.7
27360,0.1875,0.575
27361,0.0375,0.775
27362,0.2,0.4125
27363,0.15,0.2125
27364,0.05,0.3
27365,0.2875,0.625
27366,0.5,0.75
27367,0.375,0.475
27368,0.0625,0.675
27369,0.1,0.0875
27370,0.0625,0.6875
27371,0.3875,0.5
27372,0.025,0.0125
27373,0.75,0.7125
27374,0.0125,0.3
27375,0.2125,0.8
27376,0.375,0.325
27377,0.175,0.5625
27378,0.025,0.1375
27379,0.0875,0.2
27380,0.1,0.825
27381,0.0875,0.575
27382,0.2625,0.2625
27383,0.1,0.525
27384,0.0875,0.575
27385,0.0625,0.9375
27386,0.2125,0.7625
27387,0.4625,0.7125
27388,0.15,0.25
27389,0.075,0.225
27390,0.0125,0.0875
27391,0.175,0.7125
27392,0.775,0.9125
27393,0,0.0125
27394,0.0625,0.3875
27395,0.5,0.6875
27396,0.075,0.1625
27397,0.7875,0.9
27398,0.475,0.7625
27399,0.2125,0.5125
27400,0.0875,0.75
27401,0.3,0.4125
27402,0.175,0.7125
27403,0.0375,0.15
27404,0.2125,0.2125
27405,0.8625,0.8625
27406,0.025,0.225
27407,0.0875,0.2
27408,0.0625,0.55
27409,0.625,0.9125
27410,0.0625,0.075
27411,0.15,0.4
27412,0.225,0.7625
27413,0.1375,0.3
27414,0.5,0.7125
27415,0.1625,0.4375
27416,0.025,0.2375
27417,0.2,0.5125
27418,0.5,0.1875
27419,0.7,0.9375
27420,0.125,0.25
27421,0.1375,0.2625
27422,0.4,0.75
27423,0.0375,0.2875
27424,0.2375,0.4
27425,0.25,0.5125
27426,0.0875,0.3
27427,0.175,0.25
27428,0.0125,0.025
27429,0.4875,0.225
27430,0.2,0.5
27431,0.325,0.6625
27432,0.175,0.4
27433,0.0875,0.675
27434,0.0625,0.3625
27435,0.2,0.4375
27436,0.0125,0.0625
27437,0.1625,0.2375
27438,0.0125,0.1625
27439,0.35,0.45
27440,0.1125,0.2625
27441,0.6875,0.8875
27442,0.325,0.8375
27443,0.0375,0.1
27444,0.0875,0.125
27445,0.025,0.05
27446,0.1375,0.1875
27447,0.025,0.1375
27448,0.3,0.675
27449,0.1625,0.9125
27450,0.125,0.6625
27451,0.05,0.2125
27452,0.0625,0.375
27453,0.125,0.8875
27454,0.0625,0.4625
27455,0.1,0.3875
27456,0.2875,0.6125
27457,0.025,0.125
27458,0.075,0.35
27459,0.0375,0.125
27460,0.7,0.9125
27461,0.1625,0.1875
27462,0.0125,0.4125
27463,0.075,0.3875
27464,0.5,0.5625
27465,0.7375,0.95
27466,0,0.125
27467,0.075,0.2375
27468,0.075,0.4
27469,0.1,0.425
27470,0.7125,0.8875
27471,0.0625,0.8
27472,0.3,0.6625
27473,0.05,0.2875
27474,0.0625,0.2625
27475,0.05,0.0875
27476,0.2,0.35
27477,0.05,0.175
27478,0.125,0.7375
27479,0.175,0.2625
27480,0.425,0.8125
27481,0.6375,0.8125
27482,0.375,0.425
27483,0.6125,0.8875
27484,0.2875,0.8875
27485,0.1,0.8
27486,0.15,0.2625
27487,0.175,0.775
27488,0.725,0.8
27489,0.8125,0.7125
27490,0.0375,0.3875
27491,0.325,0.5375
27492,0.0625,0.3
27493,0.175,0.9125
27494,0.45,0.7375
27495,0.2,0.375
27496,0,0.025
27497,0.1125,0.0875
27498,0.15,0.75
27499,0.25,0.8
27500,0.225,0.725
27501,0.0375,0.25
27502,0.0625,0.45
27503,0.1,0.6
27504,0.0375,0.0875
27505,0.0375,0.175
27506,0.325,0.7375
27507,0.225,0.1625
27508,0.0875,0.125
27509,0.15,0.5
27510,0.4875,0.2625
27511,0.3125,0.6625
27512,0.175,0.2125
27513,0.25,0.5875
27514,0.4875,0.6375
27515,0.425,0.4875
27516,0.3,0.7625
27517,0.075,0.0125
27518,0.625,0.85
27519,0.0125,0.1625
27520,0.0375,0.1125
27521,0.1125,0.4625
27522,0.0875,0.15
27523,0.025,0.1875
27524,0.2125,0.5125
27525,0.075,0.3875
27526,0.425,0.7
27527,0.025,0.975
27528,0.4,0.8
27529,0.2,0.8
27530,0.0125,0.0375
27531,0.1125,0.175
27532,0.0625,0.925
27533,0.2875,0.4625
27534,0.075,0.125
27535,0.15,0.875
27536,0.1875,0.175
27537,0.675,0.7375
27538,0.3875,0.45
27539,0.325,0.7
27540,0.4625,0.2625
27541,0.6,0.9375
27542,0.025,0.1125
27543,0.4875,0.65
27544,0.1625,0.25
27545,0.1,0.1875
27546,0.6375,0.5875
27547,0.125,0.1875
27548,0.1125,0.875
27549,0.1125,0.8
27550,0.15,0.2375
27551,0.2125,0.5875
27552,0.05,0.8
27553,0.05,0.4625
27554,0.175,0.3875
27555,0.0625,0.125
27556,0.2,0.5875
27557,0.1875,0.9125
27558,0.1,0.15
27559,0.225,0.825
27560,0.3,0.7125
27561,0.4625,0.75
27562,0.2625,0.7
27563,0.4125,0.725
27564,0.15,0.3375
27565,0.2625,0.375
27566,0.1375,0.3875
27567,0.3375,0.8375
27568,0.4875,0.9375
27569,0.025,0.0875
27570,0.4625,0.8
27571,0.1,0.0875
27572,0,0.0125
27573,0.0375,0.275
27574,0.325,0.625
27575,0.1125,0.2625
27576,0.075,0.1625
27577,0.25,0.375
27578,0.1125,0.3
27579,0.05,0.4875
27580,0.075,0.7125
27581,0.1,0.2
27582,0.025,0.05
27583,0.05,0.175
27584,0.5375,0.55
27585,0.25,0.5
27586,0.7,0.7625
27587,0.0875,0.85
27588,0.125,0.2375
27589,0.0875,0.4
27590,0.4,0.4375
27591,0.3125,0.65
27592,0.0125,0.075
27593,0.05,0.15
27594,0.25,0.575
27595,0.05,0.1875
27596,0.0875,0.1375
27597,0.1125,0.2625
27598,0.1125,0.2875
27599,0.45,0.7
27600,0.05,0.4625
27601,0.1625,0.6375
27602,0.7125,0.7375
27603,0,0.0625
27604,0.0625,0.3125
27605,0.4375,0.4875
27606,0.1625,0.225
27607,0.3625,0.4625
27608,0.175,0.5125
27609,0.325,0.8125
27610,0.3125,0.7875
27611,0.25,0.2875
27612,0.025,0.8125
27613,0.775,0.9375
27614,0.1125,0.4125
27615,0.15,0.95
27616,0.0375,0.0375
27617,0.3625,0.4
27618,0.275,0.5
27619,0.1875,0.3125
27620,0.3625,0.625
27621,0.1625,0.25
27622,0.6625,0.95
27623,0.2375,0.7625
27624,0.15,0.7375
27625,0.05,0.4375
27626,0.0125,0.15
27627,0.8,0.8
27628,0.2,0.7625
27629,0.0625,0.1125
27630,0.425,0.7
27631,0.225,0.2875
27632,0.1,0.5
27633,0.475,0.5875
27634,0.2375,0.2375
27635,0.075,0.2625
27636,0.2625,0.6625
27637,0.1375,0.1
27638,0.2625,0.3
27639,0.025,0.2875
27640,0.625,0.525
27641,0.5375,0.55
27642,0.325,0.7875
27643,0.1,0.125
27644,0.0375,0.575
27645,0.125,0.15
27646,0.05,0.4375
27647,0.1,0.1375
27648,0.05,0.15
27649,0.125,0.3125
27650,0.1125,0.5125
27651,0.2375,0.8625
27652,0.2125,0.3
27653,0.05,0.05
27654,0.6375,0.775
27655,0.125,0.3625
27656,0.2,0.225
27657,0.4,0.2875
27658,0.0125,0.3875
27659,0.0375,0.0625
27660,0.3875,0.525
27661,0.1625,0.1625
27662,0.0875,0.2625
27663,0.2625,0.8625
27664,0.2125,0.2
27665,0.5375,0.575
27666,0.0375,0.825
27667,0.0125,0.0875
27668,0.9125,0.975
27669,0.2125,0.8375
27670,0.425,0.925
27671,0.325,0.8625
27672,0.0375,0.2
27673,0.0375,0.1625
27674,0.0875,0.475
27675,0.575,0.7375
27676,0.3,0.8
27677,0.0875,0.1375
27678,0.2875,0.375
27679,0.05,0.4875
27680,0.6375,0.825
27681,0.0125,0.1625
27682,0.1125,0.8875
27683,0.0875,0.6375
27684,0.025,0.2125
27685,0.025,0.0875
27686,0.2625,0.3375
27687,0.1,0.1625
27688,0.1375,0.65
27689,0.45,0.9
27690,0.625,0.8875
27691,0.675,0.925
27692,0.0625,0.3375
27693,0.0875,0.4875
27694,0.2625,0.375
27695,0.25,0.4625
27696,0.1,0.75
27697,0.6375,0.8625
27698,0.3875,0.3375
27699,0.075,0.175
27700,0.0875,0.3875
27701,0.3625,0.3
27702,0.2625,0.4375
27703,0.05,0.075
27704,0.0125,0.0875
27705,0.55,0.65
27706,0.0875,0.9125
27707,0.1375,0.325
27708,0.275,0.625
27709,0.225,0.325
27710,0.1875,0.225
27711,0.45,0.4875
27712,0.0625,0.1
27713,0.05,0.1
27714,0.2875,0.1625
27715,0.6875,0.775
27716,0.2,0.5
27717,0.1625,0.1625
27718,0.15,0.4
27719,0,0
27720,0.1,0.3625
27721,0.4375,0.425
27722,0.275,0.3125
27723,0.25,0.9125
27724,0.1,0.1875
27725,0.0375,0.5375
27726,0.225,0.225
27727,0.15,0.925
27728,0.4125,0.4625
27729,0.025,0.05
27730,0.6,0.6625
27731,0.8,0.875
27732,0.025,0.975
27733,0,0.275
27734,0.15,0.4625
27735,0.5125,0.725
27736,0.0375,0.075
27737,0.1375,0.7
27738,0.4625,0.9625
27739,0.475,0.85
27740,0.15,0.3
27741,0.2625,0.6125
27742,0.1375,0.4625
27743,0.5,0.7875
27744,0.025,0.2375
27745,0.8375,0.95
27746,0.1625,0.6375
27747,0.025,0.275
27748,0.2625,0.2625
27749,0.175,0.7
27750,0.2125,0.3
27751,0.0875,0.1875
27752,0.5875,0.85
27753,0.05,0.0625
27754,0.225,0.7375
27755,0.7375,0.9875
27756,0.15,0.2
27757,0.0375,0.0875
27758,0.05,0.8
27759,0.075,0.075
27760,0.325,0.8375
27761,0.0625,0.775
27762,0.125,0.1625
27763,0.0625,0.5875
27764,0.275,0.325
27765,0.2375,0.575
27766,0.65,0.8
27767,0.5125,0.7875
27768,0.05,0.0875
27769,0.1,0.3125
27770,0.025,0.4875
27771,0.0625,0.7125
27772,0.6875,0.7875
27773,0.1,0.4875
27774,0.1625,0.1125
27775,0.0875,0.2375
27776,0.0875,0.0125
27777,0.25,0.4625
27778,0.2,0.1625
27779,0.15,0.175
27780,0.0875,0.85
27781,0.0625,0.025
27782,0.8125,0.9125
27783,0.075,0.675
27784,0.1625,0.2625
27785,0.1125,0.2375
27786,0.125,0.1375
27787,0.15,0.175
27788,0.0625,0.1125
27789,0.7375,0.8875
27790,0.55,0.65
27791,0.1375,0.45
27792,0.075,0.65
27793,0.225,0.1625
27794,0.25,0.325
27795,0.5,0.825
27796,0.1125,0.5
27797,0.5125,0.65
27798,0.3,0.2375
27799,0.1125,0.2
27800,0.175,0.3625
27801,0.0375,0.3125
27802,0.55,0.85
27803,0.0875,0.0375
27804,0.6,0.9
27805,0.0625,0.25
27806,0.6,0.85
27807,0.3625,0.725
27808,0.175,0.25
27809,0.5375,0.8625
27810,0.0125,0.1875
27811,0,0.1
27812,0.0125,0.05
27813,0.2875,0.3375
27814,0.1,0.25
27815,0.0375,0.4625
27816,0.45,0.625
27817,0.0625,0.2625
27818,0.3875,0.8125
27819,0.15,0.0875
27820,0.55,0.575
27821,0.1625,0.225
27822,0.1625,0.1625
27823,0.3125,0.4375
27824,0.0875,0.7
27825,0.4375,0.3625
27826,0.1875,0.55
27827,0.05,0.1375
27828,0.05,0.2375
27829,0.0125,0.1
27830,0.35,0.275
27831,0.2125,0.6125
27832,0.175,0.4375
27833,0.25,0.3375
27834,0.6625,0.825
27835,0.5125,0.7375
27836,0.1,0.8875
27837,0.6125,0.8
27838,0.0125,0.5
27839,0.0125,0.2125
27840,0.1875,0.6625
27841,0.15,0.3
27842,0.175,0.8375
27843,0.0625,0.5125
27844,0.1,0.975
27845,0.0875,0.6625
27846,0.15,0.3375
27847,0.1,0.5375
27848,0.875,0.9
27849,0.125,0.7625
27850,0.1875,0.2125
27851,0.625,0.2125
27852,0.4375,0.725
27853,0.125,0.125
27854,0.2125,0.8125
27855,0.2625,0.525
27856,0.3625,0.85
27857,0.4625,0.8625
27858,0.675,0.9625
27859,0.8,0.8
27860,0.0875,0.7875
27861,0.0875,0.1625
27862,0.0625,0.125
27863,0.175,0.2875
27864,0.075,0.375
27865,0.375,0.5125
27866,0.8,0.8375
27867,0.4625,0.4875
27868,0.575,0.9625
27869,0.05,0.375
27870,0.325,0.2125
27871,0.1125,0.5
27872,0.1625,0.1125
27873,0.0875,0.1375
